text,label
Real news content 137: President addresses the nation.,0
Fake news content 146: Aliens spotted in the sky!,1
Real news content 602: President addresses the nation.,0
Fake news content 300: Aliens spotted in the sky!,1
Fake news content 282: Aliens spotted in the sky!,1
Fake news content 439: Aliens spotted in the sky!,1
Real news content 857: President addresses the nation.,0
Fake news content 834: Aliens spotted in the sky!,1
Real news content 709: President addresses the nation.,0
Fake news content 141: Aliens spotted in the sky!,1
Real news content 519: President addresses the nation.,0
Real news content 758: President addresses the nation.,0
Real news content 443: President addresses the nation.,0
Real news content 543: President addresses the nation.,0
Fake news content 343: Aliens spotted in the sky!,1
Real news content 183: President addresses the nation.,0
Fake news content 797: Aliens spotted in the sky!,1
Fake news content 382: Aliens spotted in the sky!,1
Fake news content 355: Aliens spotted in the sky!,1
Fake news content 237: Aliens spotted in the sky!,1
Real news content 757: President addresses the nation.,0
Real news content 194: President addresses the nation.,0
Real news content 265: President addresses the nation.,0
Real news content 862: President addresses the nation.,0
Fake news content 979: Aliens spotted in the sky!,1
Fake news content 724: Aliens spotted in the sky!,1
Fake news content 47: Aliens spotted in the sky!,1
Fake news content 425: Aliens spotted in the sky!,1
Fake news content 741: Aliens spotted in the sky!,1
Fake news content 725: Aliens spotted in the sky!,1
Fake news content 672: Aliens spotted in the sky!,1
Real news content 873: President addresses the nation.,0
Real news content 213: President addresses the nation.,0
Real news content 953: President addresses the nation.,0
Real news content 196: President addresses the nation.,0
Fake news content 210: Aliens spotted in the sky!,1
Fake news content 723: Aliens spotted in the sky!,1
Fake news content 850: Aliens spotted in the sky!,1
Fake news content 696: Aliens spotted in the sky!,1
Fake news content 229: Aliens spotted in the sky!,1
Real news content 167: President addresses the nation.,0
Real news content 981: President addresses the nation.,0
Real news content 889: President addresses the nation.,0
Fake news content 102: Aliens spotted in the sky!,1
Fake news content 233: Aliens spotted in the sky!,1
Real news content 359: President addresses the nation.,0
Fake news content 543: Aliens spotted in the sky!,1
Fake news content 190: Aliens spotted in the sky!,1
Real news content 144: President addresses the nation.,0
Fake news content 435: Aliens spotted in the sky!,1
Real news content 1: President addresses the nation.,0
Fake news content 395: Aliens spotted in the sky!,1
Real news content 907: President addresses the nation.,0
Real news content 717: President addresses the nation.,0
Fake news content 81: Aliens spotted in the sky!,1
Fake news content 214: Aliens spotted in the sky!,1
Fake news content 430: Aliens spotted in the sky!,1
Real news content 861: President addresses the nation.,0
Fake news content 442: Aliens spotted in the sky!,1
Real news content 216: President addresses the nation.,0
Fake news content 432: Aliens spotted in the sky!,1
Fake news content 882: Aliens spotted in the sky!,1
Fake news content 467: Aliens spotted in the sky!,1
Real news content 673: President addresses the nation.,0
Fake news content 734: Aliens spotted in the sky!,1
Real news content 670: President addresses the nation.,0
Fake news content 769: Aliens spotted in the sky!,1
Fake news content 544: Aliens spotted in the sky!,1
Fake news content 938: Aliens spotted in the sky!,1
Fake news content 512: Aliens spotted in the sky!,1
Real news content 112: President addresses the nation.,0
Real news content 448: President addresses the nation.,0
Real news content 197: President addresses the nation.,0
Real news content 201: President addresses the nation.,0
Real news content 837: President addresses the nation.,0
Fake news content 790: Aliens spotted in the sky!,1
Fake news content 400: Aliens spotted in the sky!,1
Fake news content 147: Aliens spotted in the sky!,1
Fake news content 352: Aliens spotted in the sky!,1
Fake news content 628: Aliens spotted in the sky!,1
Fake news content 884: Aliens spotted in the sky!,1
Fake news content 661: Aliens spotted in the sky!,1
Real news content 488: President addresses the nation.,0
Fake news content 211: Aliens spotted in the sky!,1
Fake news content 165: Aliens spotted in the sky!,1
Fake news content 161: Aliens spotted in the sky!,1
Fake news content 753: Aliens spotted in the sky!,1
Real news content 917: President addresses the nation.,0
Real news content 222: President addresses the nation.,0
Real news content 36: President addresses the nation.,0
Real news content 805: President addresses the nation.,0
Real news content 829: President addresses the nation.,0
Real news content 345: President addresses the nation.,0
Real news content 335: President addresses the nation.,0
Real news content 750: President addresses the nation.,0
Fake news content 848: Aliens spotted in the sky!,1
Real news content 143: President addresses the nation.,0
Real news content 618: President addresses the nation.,0
Real news content 355: President addresses the nation.,0
Fake news content 379: Aliens spotted in the sky!,1
Fake news content 101: Aliens spotted in the sky!,1
Fake news content 2: Aliens spotted in the sky!,1
Real news content 228: President addresses the nation.,0
Fake news content 631: Aliens spotted in the sky!,1
Real news content 954: President addresses the nation.,0
Real news content 562: President addresses the nation.,0
Fake news content 268: Aliens spotted in the sky!,1
Fake news content 3: Aliens spotted in the sky!,1
Real news content 42: President addresses the nation.,0
Fake news content 16: Aliens spotted in the sky!,1
Fake news content 62: Aliens spotted in the sky!,1
Real news content 509: President addresses the nation.,0
Real news content 969: President addresses the nation.,0
Fake news content 231: Aliens spotted in the sky!,1
Fake news content 814: Aliens spotted in the sky!,1
Real news content 230: President addresses the nation.,0
Fake news content 688: Aliens spotted in the sky!,1
Fake news content 454: Aliens spotted in the sky!,1
Real news content 616: President addresses the nation.,0
Fake news content 774: Aliens spotted in the sky!,1
Fake news content 394: Aliens spotted in the sky!,1
Fake news content 106: Aliens spotted in the sky!,1
Real news content 695: President addresses the nation.,0
Real news content 15: President addresses the nation.,0
Real news content 245: President addresses the nation.,0
Fake news content 534: Aliens spotted in the sky!,1
Real news content 50: President addresses the nation.,0
Fake news content 549: Aliens spotted in the sky!,1
Real news content 724: President addresses the nation.,0
Real news content 855: President addresses the nation.,0
Fake news content 92: Aliens spotted in the sky!,1
Real news content 911: President addresses the nation.,0
Fake news content 386: Aliens spotted in the sky!,1
Fake news content 960: Aliens spotted in the sky!,1
Real news content 892: President addresses the nation.,0
Fake news content 784: Aliens spotted in the sky!,1
Fake news content 8: Aliens spotted in the sky!,1
Real news content 207: President addresses the nation.,0
Real news content 280: President addresses the nation.,0
Fake news content 927: Aliens spotted in the sky!,1
Real news content 91: President addresses the nation.,0
Fake news content 276: Aliens spotted in the sky!,1
Fake news content 721: Aliens spotted in the sky!,1
Fake news content 312: Aliens spotted in the sky!,1
Real news content 687: President addresses the nation.,0
Fake news content 33: Aliens spotted in the sky!,1
Fake news content 166: Aliens spotted in the sky!,1
Real news content 580: President addresses the nation.,0
Fake news content 900: Aliens spotted in the sky!,1
Real news content 759: President addresses the nation.,0
Real news content 791: President addresses the nation.,0
Real news content 231: President addresses the nation.,0
Fake news content 324: Aliens spotted in the sky!,1
Real news content 545: President addresses the nation.,0
Fake news content 518: Aliens spotted in the sky!,1
Fake news content 510: Aliens spotted in the sky!,1
Real news content 422: President addresses the nation.,0
Real news content 408: President addresses the nation.,0
Fake news content 791: Aliens spotted in the sky!,1
Real news content 323: President addresses the nation.,0
Real news content 566: President addresses the nation.,0
Real news content 420: President addresses the nation.,0
Real news content 425: President addresses the nation.,0
Fake news content 178: Aliens spotted in the sky!,1
Fake news content 759: Aliens spotted in the sky!,1
Fake news content 35: Aliens spotted in the sky!,1
Fake news content 748: Aliens spotted in the sky!,1
Fake news content 719: Aliens spotted in the sky!,1
Real news content 296: President addresses the nation.,0
Fake news content 45: Aliens spotted in the sky!,1
Fake news content 397: Aliens spotted in the sky!,1
Fake news content 907: Aliens spotted in the sky!,1
Fake news content 157: Aliens spotted in the sky!,1
Fake news content 671: Aliens spotted in the sky!,1
Real news content 925: President addresses the nation.,0
Real news content 756: President addresses the nation.,0
Real news content 764: President addresses the nation.,0
Fake news content 817: Aliens spotted in the sky!,1
Real news content 173: President addresses the nation.,0
Fake news content 496: Aliens spotted in the sky!,1
Fake news content 411: Aliens spotted in the sky!,1
Real news content 869: President addresses the nation.,0
Real news content 918: President addresses the nation.,0
Real news content 577: President addresses the nation.,0
Real news content 779: President addresses the nation.,0
Real news content 685: President addresses the nation.,0
Real news content 351: President addresses the nation.,0
Real news content 37: President addresses the nation.,0
Fake news content 234: Aliens spotted in the sky!,1
Real news content 841: President addresses the nation.,0
Real news content 242: President addresses the nation.,0
Real news content 654: President addresses the nation.,0
Real news content 24: President addresses the nation.,0
Real news content 405: President addresses the nation.,0
Real news content 237: President addresses the nation.,0
Real news content 518: President addresses the nation.,0
Real news content 391: President addresses the nation.,0
Real news content 252: President addresses the nation.,0
Real news content 870: President addresses the nation.,0
Real news content 732: President addresses the nation.,0
Fake news content 998: Aliens spotted in the sky!,1
Real news content 377: President addresses the nation.,0
Fake news content 12: Aliens spotted in the sky!,1
Real news content 239: President addresses the nation.,0
Real news content 948: President addresses the nation.,0
Fake news content 964: Aliens spotted in the sky!,1
Real news content 896: President addresses the nation.,0
Fake news content 492: Aliens spotted in the sky!,1
Real news content 593: President addresses the nation.,0
Real news content 763: President addresses the nation.,0
Fake news content 766: Aliens spotted in the sky!,1
Real news content 284: President addresses the nation.,0
Real news content 395: President addresses the nation.,0
Real news content 14: President addresses the nation.,0
Fake news content 84: Aliens spotted in the sky!,1
Real news content 994: President addresses the nation.,0
Real news content 203: President addresses the nation.,0
Fake news content 699: Aliens spotted in the sky!,1
Fake news content 484: Aliens spotted in the sky!,1
Real news content 80: President addresses the nation.,0
Real news content 303: President addresses the nation.,0
Real news content 328: President addresses the nation.,0
Real news content 433: President addresses the nation.,0
Real news content 493: President addresses the nation.,0
Fake news content 458: Aliens spotted in the sky!,1
Real news content 607: President addresses the nation.,0
Real news content 315: President addresses the nation.,0
Real news content 247: President addresses the nation.,0
Real news content 781: President addresses the nation.,0
Fake news content 70: Aliens spotted in the sky!,1
Real news content 129: President addresses the nation.,0
Fake news content 828: Aliens spotted in the sky!,1
Fake news content 315: Aliens spotted in the sky!,1
Fake news content 156: Aliens spotted in the sky!,1
Real news content 547: President addresses the nation.,0
Real news content 973: President addresses the nation.,0
Fake news content 67: Aliens spotted in the sky!,1
Real news content 170: President addresses the nation.,0
Fake news content 740: Aliens spotted in the sky!,1
Real news content 432: President addresses the nation.,0
Real news content 971: President addresses the nation.,0
Fake news content 121: Aliens spotted in the sky!,1
Real news content 424: President addresses the nation.,0
Fake news content 250: Aliens spotted in the sky!,1
Fake news content 509: Aliens spotted in the sky!,1
Real news content 31: President addresses the nation.,0
Fake news content 855: Aliens spotted in the sky!,1
Real news content 660: President addresses the nation.,0
Fake news content 273: Aliens spotted in the sky!,1
Fake news content 28: Aliens spotted in the sky!,1
Real news content 108: President addresses the nation.,0
Real news content 549: President addresses the nation.,0
Real news content 124: President addresses the nation.,0
Fake news content 42: Aliens spotted in the sky!,1
Fake news content 120: Aliens spotted in the sky!,1
Real news content 348: President addresses the nation.,0
Fake news content 449: Aliens spotted in the sky!,1
Fake news content 894: Aliens spotted in the sky!,1
Fake news content 743: Aliens spotted in the sky!,1
Real news content 961: President addresses the nation.,0
Fake news content 69: Aliens spotted in the sky!,1
Real news content 561: President addresses the nation.,0
Real news content 723: President addresses the nation.,0
Real news content 712: President addresses the nation.,0
Real news content 89: President addresses the nation.,0
Fake news content 818: Aliens spotted in the sky!,1
Real news content 983: President addresses the nation.,0
Fake news content 711: Aliens spotted in the sky!,1
Fake news content 60: Aliens spotted in the sky!,1
Fake news content 401: Aliens spotted in the sky!,1
Real news content 755: President addresses the nation.,0
Fake news content 969: Aliens spotted in the sky!,1
Fake news content 266: Aliens spotted in the sky!,1
Fake news content 20: Aliens spotted in the sky!,1
Real news content 168: President addresses the nation.,0
Real news content 294: President addresses the nation.,0
Fake news content 827: Aliens spotted in the sky!,1
Real news content 314: President addresses the nation.,0
Fake news content 294: Aliens spotted in the sky!,1
Real news content 592: President addresses the nation.,0
Real news content 135: President addresses the nation.,0
Fake news content 289: Aliens spotted in the sky!,1
Real news content 28: President addresses the nation.,0
Fake news content 977: Aliens spotted in the sky!,1
Fake news content 883: Aliens spotted in the sky!,1
Real news content 935: President addresses the nation.,0
Fake news content 59: Aliens spotted in the sky!,1
Fake news content 965: Aliens spotted in the sky!,1
Fake news content 235: Aliens spotted in the sky!,1
Real news content 118: President addresses the nation.,0
Fake news content 99: Aliens spotted in the sky!,1
Fake news content 695: Aliens spotted in the sky!,1
Real news content 379: President addresses the nation.,0
Fake news content 630: Aliens spotted in the sky!,1
Fake news content 811: Aliens spotted in the sky!,1
Fake news content 339: Aliens spotted in the sky!,1
Real news content 349: President addresses the nation.,0
Real news content 860: President addresses the nation.,0
Fake news content 319: Aliens spotted in the sky!,1
Fake news content 897: Aliens spotted in the sky!,1
Real news content 215: President addresses the nation.,0
Real news content 642: President addresses the nation.,0
Fake news content 303: Aliens spotted in the sky!,1
Fake news content 487: Aliens spotted in the sky!,1
Fake news content 942: Aliens spotted in the sky!,1
Fake news content 279: Aliens spotted in the sky!,1
Real news content 268: President addresses the nation.,0
Fake news content 93: Aliens spotted in the sky!,1
Real news content 525: President addresses the nation.,0
Fake news content 714: Aliens spotted in the sky!,1
Real news content 56: President addresses the nation.,0
Fake news content 77: Aliens spotted in the sky!,1
Real news content 818: President addresses the nation.,0
Real news content 429: President addresses the nation.,0
Real news content 16: President addresses the nation.,0
Fake news content 236: Aliens spotted in the sky!,1
Fake news content 182: Aliens spotted in the sky!,1
Fake news content 253: Aliens spotted in the sky!,1
Fake news content 547: Aliens spotted in the sky!,1
Real news content 578: President addresses the nation.,0
Real news content 594: President addresses the nation.,0
Real news content 844: President addresses the nation.,0
Fake news content 223: Aliens spotted in the sky!,1
Real news content 810: President addresses the nation.,0
Fake news content 519: Aliens spotted in the sky!,1
Real news content 998: President addresses the nation.,0
Real news content 886: President addresses the nation.,0
Real news content 541: President addresses the nation.,0
Fake news content 874: Aliens spotted in the sky!,1
Fake news content 242: Aliens spotted in the sky!,1
Fake news content 887: Aliens spotted in the sky!,1
Fake news content 744: Aliens spotted in the sky!,1
Fake news content 103: Aliens spotted in the sky!,1
Real news content 770: President addresses the nation.,0
Real news content 913: President addresses the nation.,0
Fake news content 981: Aliens spotted in the sky!,1
Real news content 899: President addresses the nation.,0
Fake news content 764: Aliens spotted in the sky!,1
Real news content 272: President addresses the nation.,0
Fake news content 684: Aliens spotted in the sky!,1
Fake news content 961: Aliens spotted in the sky!,1
Fake news content 928: Aliens spotted in the sky!,1
Fake news content 162: Aliens spotted in the sky!,1
Real news content 90: President addresses the nation.,0
Fake news content 692: Aliens spotted in the sky!,1
Fake news content 783: Aliens spotted in the sky!,1
Fake news content 367: Aliens spotted in the sky!,1
Real news content 38: President addresses the nation.,0
Real news content 120: President addresses the nation.,0
Fake news content 85: Aliens spotted in the sky!,1
Fake news content 256: Aliens spotted in the sky!,1
Real news content 127: President addresses the nation.,0
Fake news content 143: Aliens spotted in the sky!,1
Fake news content 871: Aliens spotted in the sky!,1
Fake news content 316: Aliens spotted in the sky!,1
Real news content 263: President addresses the nation.,0
Real news content 467: President addresses the nation.,0
Real news content 27: President addresses the nation.,0
Fake news content 755: Aliens spotted in the sky!,1
Fake news content 375: Aliens spotted in the sky!,1
Fake news content 571: Aliens spotted in the sky!,1
Real news content 210: President addresses the nation.,0
Real news content 411: President addresses the nation.,0
Fake news content 801: Aliens spotted in the sky!,1
Real news content 248: President addresses the nation.,0
Fake news content 297: Aliens spotted in the sky!,1
Real news content 703: President addresses the nation.,0
Fake news content 588: Aliens spotted in the sky!,1
Real news content 479: President addresses the nation.,0
Real news content 96: President addresses the nation.,0
Real news content 718: President addresses the nation.,0
Real news content 387: President addresses the nation.,0
Real news content 672: President addresses the nation.,0
Fake news content 703: Aliens spotted in the sky!,1
Real news content 653: President addresses the nation.,0
Fake news content 607: Aliens spotted in the sky!,1
Fake news content 228: Aliens spotted in the sky!,1
Real news content 745: President addresses the nation.,0
Fake news content 457: Aliens spotted in the sky!,1
Real news content 450: President addresses the nation.,0
Fake news content 842: Aliens spotted in the sky!,1
Real news content 946: President addresses the nation.,0
Real news content 504: President addresses the nation.,0
Real news content 694: President addresses the nation.,0
Fake news content 776: Aliens spotted in the sky!,1
Fake news content 325: Aliens spotted in the sky!,1
Real news content 160: President addresses the nation.,0
Real news content 797: President addresses the nation.,0
Fake news content 175: Aliens spotted in the sky!,1
Fake news content 226: Aliens spotted in the sky!,1
Real news content 269: President addresses the nation.,0
Fake news content 858: Aliens spotted in the sky!,1
Fake news content 37: Aliens spotted in the sky!,1
Fake news content 919: Aliens spotted in the sky!,1
Fake news content 148: Aliens spotted in the sky!,1
Real news content 978: President addresses the nation.,0
Real news content 188: President addresses the nation.,0
Fake news content 208: Aliens spotted in the sky!,1
Real news content 233: President addresses the nation.,0
Fake news content 535: Aliens spotted in the sky!,1
Fake news content 426: Aliens spotted in the sky!,1
Fake news content 521: Aliens spotted in the sky!,1
Real news content 229: President addresses the nation.,0
Real news content 700: President addresses the nation.,0
Real news content 987: President addresses the nation.,0
Fake news content 462: Aliens spotted in the sky!,1
Fake news content 613: Aliens spotted in the sky!,1
Real news content 371: President addresses the nation.,0
Fake news content 658: Aliens spotted in the sky!,1
Fake news content 591: Aliens spotted in the sky!,1
Real news content 161: President addresses the nation.,0
Fake news content 862: Aliens spotted in the sky!,1
Fake news content 124: Aliens spotted in the sky!,1
Real news content 882: President addresses the nation.,0
Fake news content 860: Aliens spotted in the sky!,1
Real news content 49: President addresses the nation.,0
Fake news content 989: Aliens spotted in the sky!,1
Real news content 110: President addresses the nation.,0
Fake news content 728: Aliens spotted in the sky!,1
Real news content 55: President addresses the nation.,0
Real news content 8: President addresses the nation.,0
Fake news content 438: Aliens spotted in the sky!,1
Real news content 859: President addresses the nation.,0
Real news content 142: President addresses the nation.,0
Fake news content 863: Aliens spotted in the sky!,1
Real news content 310: President addresses the nation.,0
Fake news content 959: Aliens spotted in the sky!,1
Real news content 865: President addresses the nation.,0
Real news content 23: President addresses the nation.,0
Fake news content 542: Aliens spotted in the sky!,1
Real news content 189: President addresses the nation.,0
Real news content 152: President addresses the nation.,0
Real news content 858: President addresses the nation.,0
Fake news content 678: Aliens spotted in the sky!,1
Real news content 667: President addresses the nation.,0
Fake news content 83: Aliens spotted in the sky!,1
Fake news content 553: Aliens spotted in the sky!,1
Real news content 589: President addresses the nation.,0
Fake news content 123: Aliens spotted in the sky!,1
Fake news content 159: Aliens spotted in the sky!,1
Real news content 744: President addresses the nation.,0
Real news content 794: President addresses the nation.,0
Fake news content 98: Aliens spotted in the sky!,1
Fake news content 700: Aliens spotted in the sky!,1
Fake news content 5: Aliens spotted in the sky!,1
Fake news content 490: Aliens spotted in the sky!,1
Real news content 775: President addresses the nation.,0
Fake news content 115: Aliens spotted in the sky!,1
Real news content 675: President addresses the nation.,0
Real news content 360: President addresses the nation.,0
Real news content 270: President addresses the nation.,0
Fake news content 119: Aliens spotted in the sky!,1
Fake news content 504: Aliens spotted in the sky!,1
Real news content 500: President addresses the nation.,0
Fake news content 284: Aliens spotted in the sky!,1
Fake news content 650: Aliens spotted in the sky!,1
Real news content 277: President addresses the nation.,0
Real news content 773: President addresses the nation.,0
Real news content 176: President addresses the nation.,0
Real news content 470: President addresses the nation.,0
Fake news content 808: Aliens spotted in the sky!,1
Real news content 683: President addresses the nation.,0
Real news content 26: President addresses the nation.,0
Real news content 778: President addresses the nation.,0
Fake news content 23: Aliens spotted in the sky!,1
Fake news content 150: Aliens spotted in the sky!,1
Fake news content 126: Aliens spotted in the sky!,1
Real news content 13: President addresses the nation.,0
Real news content 903: President addresses the nation.,0
Real news content 338: President addresses the nation.,0
Real news content 321: President addresses the nation.,0
Fake news content 317: Aliens spotted in the sky!,1
Fake news content 151: Aliens spotted in the sky!,1
Fake news content 551: Aliens spotted in the sky!,1
Fake news content 771: Aliens spotted in the sky!,1
Real news content 932: President addresses the nation.,0
Fake news content 567: Aliens spotted in the sky!,1
Fake news content 107: Aliens spotted in the sky!,1
Fake news content 888: Aliens spotted in the sky!,1
Real news content 524: President addresses the nation.,0
Real news content 361: President addresses the nation.,0
Real news content 158: President addresses the nation.,0
Fake news content 225: Aliens spotted in the sky!,1
Real news content 347: President addresses the nation.,0
Real news content 165: President addresses the nation.,0
Fake news content 982: Aliens spotted in the sky!,1
Fake news content 203: Aliens spotted in the sky!,1
Real news content 921: President addresses the nation.,0
Fake news content 675: Aliens spotted in the sky!,1
Fake news content 747: Aliens spotted in the sky!,1
Real news content 79: President addresses the nation.,0
Real news content 409: President addresses the nation.,0
Fake news content 41: Aliens spotted in the sky!,1
Fake news content 782: Aliens spotted in the sky!,1
Real news content 19: President addresses the nation.,0
Real news content 809: President addresses the nation.,0
Real news content 979: President addresses the nation.,0
Fake news content 949: Aliens spotted in the sky!,1
Fake news content 40: Aliens spotted in the sky!,1
Fake news content 428: Aliens spotted in the sky!,1
Fake news content 590: Aliens spotted in the sky!,1
Fake news content 796: Aliens spotted in the sky!,1
Real news content 311: President addresses the nation.,0
Real news content 905: President addresses the nation.,0
Real news content 99: President addresses the nation.,0
Real news content 894: President addresses the nation.,0
Fake news content 241: Aliens spotted in the sky!,1
Fake news content 530: Aliens spotted in the sky!,1
Real news content 396: President addresses the nation.,0
Fake news content 879: Aliens spotted in the sky!,1
Fake news content 520: Aliens spotted in the sky!,1
Fake news content 332: Aliens spotted in the sky!,1
Fake news content 153: Aliens spotted in the sky!,1
Fake news content 750: Aliens spotted in the sky!,1
Fake news content 349: Aliens spotted in the sky!,1
Real news content 109: President addresses the nation.,0
Real news content 617: President addresses the nation.,0
Fake news content 623: Aliens spotted in the sky!,1
Real news content 447: President addresses the nation.,0
Real news content 260: President addresses the nation.,0
Real news content 184: President addresses the nation.,0
Fake news content 594: Aliens spotted in the sky!,1
Real news content 624: President addresses the nation.,0
Fake news content 66: Aliens spotted in the sky!,1
Fake news content 697: Aliens spotted in the sky!,1
Real news content 4: President addresses the nation.,0
Fake news content 288: Aliens spotted in the sky!,1
Real news content 740: President addresses the nation.,0
Fake news content 986: Aliens spotted in the sky!,1
Fake news content 851: Aliens spotted in the sky!,1
Real news content 610: President addresses the nation.,0
Real news content 486: President addresses the nation.,0
Real news content 6: President addresses the nation.,0
Real news content 332: President addresses the nation.,0
Fake news content 96: Aliens spotted in the sky!,1
Fake news content 641: Aliens spotted in the sky!,1
Real news content 542: President addresses the nation.,0
Fake news content 731: Aliens spotted in the sky!,1
Real news content 175: President addresses the nation.,0
Real news content 591: President addresses the nation.,0
Fake news content 1: Aliens spotted in the sky!,1
Real news content 761: President addresses the nation.,0
Real news content 462: President addresses the nation.,0
Real news content 511: President addresses the nation.,0
Fake news content 583: Aliens spotted in the sky!,1
Real news content 136: President addresses the nation.,0
Real news content 329: President addresses the nation.,0
Fake news content 768: Aliens spotted in the sky!,1
Real news content 83: President addresses the nation.,0
Fake news content 722: Aliens spotted in the sky!,1
Fake news content 346: Aliens spotted in the sky!,1
Fake news content 832: Aliens spotted in the sky!,1
Real news content 569: President addresses the nation.,0
Real news content 474: President addresses the nation.,0
Fake news content 475: Aliens spotted in the sky!,1
Real news content 846: President addresses the nation.,0
Real news content 721: President addresses the nation.,0
Real news content 940: President addresses the nation.,0
Real news content 515: President addresses the nation.,0
Real news content 123: President addresses the nation.,0
Real news content 601: President addresses the nation.,0
Real news content 963: President addresses the nation.,0
Real news content 986: President addresses the nation.,0
Real news content 864: President addresses the nation.,0
Fake news content 976: Aliens spotted in the sky!,1
Real news content 473: President addresses the nation.,0
Real news content 790: President addresses the nation.,0
Real news content 401: President addresses the nation.,0
Fake news content 43: Aliens spotted in the sky!,1
Fake news content 944: Aliens spotted in the sky!,1
Real news content 622: President addresses the nation.,0
Fake news content 901: Aliens spotted in the sky!,1
Fake news content 215: Aliens spotted in the sky!,1
Real news content 309: President addresses the nation.,0
Fake news content 963: Aliens spotted in the sky!,1
Real news content 910: President addresses the nation.,0
Real news content 895: President addresses the nation.,0
Fake news content 491: Aliens spotted in the sky!,1
Fake news content 489: Aliens spotted in the sky!,1
Fake news content 409: Aliens spotted in the sky!,1
Fake news content 892: Aliens spotted in the sky!,1
Fake news content 654: Aliens spotted in the sky!,1
Fake news content 155: Aliens spotted in the sky!,1
Real news content 477: President addresses the nation.,0
Real news content 439: President addresses the nation.,0
Fake news content 765: Aliens spotted in the sky!,1
Real news content 992: President addresses the nation.,0
Fake news content 605: Aliens spotted in the sky!,1
Real news content 904: President addresses the nation.,0
Fake news content 341: Aliens spotted in the sky!,1
Real news content 801: President addresses the nation.,0
Fake news content 592: Aliens spotted in the sky!,1
Real news content 330: President addresses the nation.,0
Fake news content 562: Aliens spotted in the sky!,1
Real news content 751: President addresses the nation.,0
Real news content 271: President addresses the nation.,0
Real news content 224: President addresses the nation.,0
Fake news content 608: Aliens spotted in the sky!,1
Fake news content 514: Aliens spotted in the sky!,1
Fake news content 557: Aliens spotted in the sky!,1
Real news content 848: President addresses the nation.,0
Fake news content 881: Aliens spotted in the sky!,1
Fake news content 633: Aliens spotted in the sky!,1
Fake news content 259: Aliens spotted in the sky!,1
Real news content 289: President addresses the nation.,0
Fake news content 636: Aliens spotted in the sky!,1
Real news content 139: President addresses the nation.,0
Real news content 398: President addresses the nation.,0
Real news content 33: President addresses the nation.,0
Fake news content 436: Aliens spotted in the sky!,1
Fake news content 662: Aliens spotted in the sky!,1
Real news content 30: President addresses the nation.,0
Real news content 620: President addresses the nation.,0
Real news content 20: President addresses the nation.,0
Fake news content 749: Aliens spotted in the sky!,1
Real news content 716: President addresses the nation.,0
Real news content 164: President addresses the nation.,0
Real news content 238: President addresses the nation.,0
Fake news content 570: Aliens spotted in the sky!,1
Fake news content 639: Aliens spotted in the sky!,1
Real news content 668: President addresses the nation.,0
Fake news content 377: Aliens spotted in the sky!,1
Fake news content 22: Aliens spotted in the sky!,1
Real news content 977: President addresses the nation.,0
Fake news content 53: Aliens spotted in the sky!,1
Fake news content 849: Aliens spotted in the sky!,1
Fake news content 63: Aliens spotted in the sky!,1
Fake news content 637: Aliens spotted in the sky!,1
Real news content 534: President addresses the nation.,0
Fake news content 589: Aliens spotted in the sky!,1
Fake news content 799: Aliens spotted in the sky!,1
Fake news content 878: Aliens spotted in the sky!,1
Real news content 375: President addresses the nation.,0
Real news content 984: President addresses the nation.,0
Fake news content 158: Aliens spotted in the sky!,1
Real news content 278: President addresses the nation.,0
Real news content 346: President addresses the nation.,0
Fake news content 130: Aliens spotted in the sky!,1
Fake news content 985: Aliens spotted in the sky!,1
Real news content 828: President addresses the nation.,0
Fake news content 206: Aliens spotted in the sky!,1
Real news content 890: President addresses the nation.,0
Real news content 655: President addresses the nation.,0
Real news content 741: President addresses the nation.,0
Fake news content 322: Aliens spotted in the sky!,1
Fake news content 872: Aliens spotted in the sky!,1
Real news content 380: President addresses the nation.,0
Real news content 218: President addresses the nation.,0
Real news content 795: President addresses the nation.,0
Fake news content 267: Aliens spotted in the sky!,1
Real news content 100: President addresses the nation.,0
Real news content 584: President addresses the nation.,0
Fake news content 422: Aliens spotted in the sky!,1
Real news content 308: President addresses the nation.,0
Fake news content 202: Aliens spotted in the sky!,1
Fake news content 333: Aliens spotted in the sky!,1
Fake news content 185: Aliens spotted in the sky!,1
Fake news content 412: Aliens spotted in the sky!,1
Real news content 669: President addresses the nation.,0
Fake news content 554: Aliens spotted in the sky!,1
Fake news content 25: Aliens spotted in the sky!,1
Fake news content 345: Aliens spotted in the sky!,1
Fake news content 187: Aliens spotted in the sky!,1
Fake news content 263: Aliens spotted in the sky!,1
Fake news content 483: Aliens spotted in the sky!,1
Real news content 686: President addresses the nation.,0
Fake news content 154: Aliens spotted in the sky!,1
Real news content 258: President addresses the nation.,0
Fake news content 754: Aliens spotted in the sky!,1
Fake news content 948: Aliens spotted in the sky!,1
Real news content 461: President addresses the nation.,0
Fake news content 167: Aliens spotted in the sky!,1
Real news content 707: President addresses the nation.,0
Real news content 341: President addresses the nation.,0
Fake news content 758: Aliens spotted in the sky!,1
Fake news content 295: Aliens spotted in the sky!,1
Real news content 122: President addresses the nation.,0
Real news content 255: President addresses the nation.,0
Real news content 888: President addresses the nation.,0
Real news content 872: President addresses the nation.,0
Fake news content 24: Aliens spotted in the sky!,1
Fake news content 110: Aliens spotted in the sky!,1
